x,y,f,u,ue,e
x,y,f,u,ue,e
0.28125,0.71875,7.9441401003,0.5932061922,0.593638911,-0.0004327188
0.3125,0.71875,-12.6870744865,0.6432511892,0.642734702,0.0005164873
0.34375,0.71875,-33.1961056105,0.6871013257,0.6856406064,0.0014607193
0.375,0.71875,-14.0971218576,0.7147424262,0.7141685363,0.0005738899
0.40625,0.71875,5.1376248851,0.7355001664,0.7358186328,-0.0003184664
0.4375,0.71875,-14.9654247414,0.7587665125,0.7581572743,0.0006092383
0.46875,0.71875,-34.9243491468,0.7747255223,0.7731944467,0.0015310756
0.5,0.71875,-15.2586147452,0.7736316273,0.7730104534,0.0006211739
0.53125,0.71875,4.5540684576,0.7650872368,0.7653819467,-0.00029471
0.5625,0.71875,-14.9654247414,0.7587665125,0.7581572743,0.0006092383
0.59375,0.71875,-34.3407927193,0.7451384519,0.7436311328,0.0015073192
0.625,0.71875,-14.0971218576,0.7147424262,0.7141685363,0.0005738899
0.65625,0.71875,6.2823119939,0.6774630401,0.6778281064,-0.0003650663
0.6875,0.71875,-12.6870744865,0.6432511892,0.642734702,0.0005164873
0.71875,0.71875,-31.534277504,0.6028444777,0.601451411,0.0013930667
0.75,0.71875,-10.7894699578,0.5470401698,0.5466009335,0.0004392363
0.78125,0.71875,10.0592460822,0.485967566,0.4864863902,-0.0005188242
0.8125,0.71875,-8.4772321495,0.4298067035,0.4294615977,0.0003451058
0.84375,0.71875,-26.9320700015,0.3695065674,0.3683008552,0.0012057121
0.875,0.71875,-5.8392190638,0.2960560065,0.2958182935,0.000237713
0.90625,0.71875,15.3098667455,0.2197542645,0.22048684,-0.0007325755
0.9375,0.71875,-2.9768080642,0.1509280433,0.1508068583,0.000121185
0.96875,0.71875,-21.2348145849,0.0806483026,0.0796745241,0.0009737785
1,0.71875,-4.05E-14,1E-16,1E-16,0
0,0.75,0,0,0,0
0.03125,0.75,-1.3680966232,0.0693642794,0.0693085846,5.5694831473E-05
0.0625,0.75,-2.723017728,0.1380605429,0.1379496896,0.0001108533
0.09375,0.75,-4.0517146836,0.2054272079,0.2052622638,0.0001649442
0.125,0.75,-5.3413914119,0.2708154966,0.2705980501,0.0002174466
0.15625,0.75,-6.5796276209,0.333595684,0.3333278292,0.0002678548
0.1875,0.75,-7.7544984192,0.3931631627,0.3928474792,0.0003156835
0.21875,0.75,-8.8546891587,0.4489442651,0.4485837932,0.0003604719
0.25,0.75,-9.8696044011,0.5004017888,0.5,0.0004017888
0.28125,0.75,-10.7894699578,0.5470401698,0.5466009335,0.0004392363
0.3125,0.75,-11.6054270208,0.5884102549,0.5879378012,0.0004724537
0.34375,0.75,-12.3096174773,0.6241136276,0.6236125065,0.0005011211
0.375,0.75,-12.8952595884,0.6538064449,0.6532814824,0.0005249624
0.40625,0.75,-13.3567133005,0.6772027487,0.6766590006,0.0005437481
0.4375,0.75,-13.6895345619,0.6940772198,0.6935199227,0.0005572971
0.46875,0.75,-13.890518122,0.7042673479,0.7037018688,0.0005654791
0.5,0.75,-13.9577283993,0.7076749964,0.7071067812,0.0005682152
0.53125,0.75,-13.890518122,0.7042673479,0.7037018688,0.0005654791
0.5625,0.75,-13.6895345619,0.6940772198,0.6935199227,0.0005572971
0.59375,0.75,-13.3567133005,0.6772027487,0.6766590006,0.0005437481
0.625,0.75,-12.8952595884,0.6538064449,0.6532814824,0.0005249624
0.65625,0.75,-12.3096174773,0.6241136276,0.6236125065,0.0005011211
0.6875,0.75,-11.6054270208,0.5884102549,0.5879378012,0.0004724537
0.71875,0.75,-10.7894699578,0.5470401698,0.5466009335,0.0004392363
0.75,0.75,-9.8696044011,0.5004017888,0.5,0.0004017888
0.78125,0.75,-8.8546891587,0.4489442651,0.4485837932,0.0003604719
0.8125,0.75,-7.7544984192,0.3931631627,0.3928474792,0.0003156835
0.84375,0.75,-6.5796276209,0.333595684,0.3333278292,0.0002678548
0.875,0.75,-5.3413914119,0.2708154966,0.2705980501,0.0002174466
0.90625,0.75,-4.0517146836,0.2054272079,0.2052622638,0.0001649442
0.9375,0.75,-2.723017728,0.1380605429,0.1379496896,0.0001108533
0.96875,0.75,-1.3680966232,0.0693642794,0.0693085846,5.56948314864E-05
1,0.75,-1.7E-15,1E-16,1E-16,0
0,0.78125,0,0,0,0
0.03125,0.78125,-20.9666207475,0.0670505259,0.0660876656,0.0009628604
0.0625,0.78125,-2.4430032426,0.1238634441,0.1237639901,0.000099454
0.09375,0.78125,16.104141719,0.1794834895,0.1802483997,-0.0007649102
0.125,0.78125,-4.7921232407,0.2429668855,0.2427717995,0.000195086
0.15625,0.78125,-25.6422374339,0.3041103774,0.302957174,0.0011532034
0.1875,0.78125,-6.9570846301,0.3527332457,0.3524500247,0.000283221
0.21875,0.78125,11.7950687019,0.3979590999,0.398548589,-0.000589489
0.25,0.78125,-8.8546891587,0.4489442651,0.4485837932,0.0003604719
0.28125,0.78125,-29.4191715222,0.4956058516,0.4942988902,0.0013069614
0.3125,0.78125,-10.4120129487,0.5279026082,0.527478738,0.0004238701
0.34375,0.78125,8.6954190012,0.5551153741,0.5555786773,-0.0004633032
0.375,0.78125,-11.5692089202,0.5865739501,0.5861029708,0.0004709793
0.40625,0.78125,-31.7224190354,0.6123834982,0.6109827723,0.0014007259
0.4375,0.78125,-12.281806681,0.622703584,0.6222035951,0.0004999889
0.46875,0.78125,7.2770861856,0.6270266939,0.6274322571,-0.0004055632
0.5,0.78125,-12.5224214988,0.6349030684,0.6343932842,0.0005097843
0.53125,0.78125,-32.2013314187,0.6366649794,0.6352447571,0.0014202223
0.5625,0.78125,-12.281806681,0.622703584,0.6222035951,0.0004999889
0.59375,0.78125,7.7559985689,0.6027452127,0.6031702723,-0.0004250596
0.625,0.78125,-11.5692089202,0.5865739501,0.5861029708,0.0004709793
0.65625,0.78125,-30.7829986031,0.5647536596,0.5633911773,0.0013624824
0.6875,0.78125,-10.4120129487,0.5279026082,0.527478738,0.0004238701
0.71875,0.78125,10.0592460822,0.485967566,0.4864863902,-0.0005188242
0.75,0.78125,-8.8546891587,0.4489442651,0.4485837932,0.0003604719
0.78125,0.78125,-27.6833489025,0.4075973855,0.406361089,0.0012362965
0.8125,0.78125,-6.9570846301,0.3527332457,0.3524500247,0.000283221
0.84375,0.78125,13.8361801705,0.2944720919,0.295144674,-0.0006725821
0.875,0.78125,-4.7921232407,0.2429668855,0.2427717995,0.000195086
0.90625,0.78125,-23.3742758854,0.1891217751,0.1880608997,0.0010608753
0.9375,0.78125,-2.4430032426,0.1238634441,0.1237639901,0.000099454
0.96875,0.78125,18.5117968569,0.0574122404,0.0582751656,-0.0008629252
1,0.78125,3.71E-14,1E-16,1E-16,0
0,0.8125,0,0,0,0
0.03125,0.8125,-1.0749066194,0.0544991646,0.0544554055,4.37591482973E-05
0.0625,0.8125,-2.1394613005,0.1084734725,0.1083863757,8.70968720761E-05
0.09375,0.8125,-3.1834117997,0.1614031216,0.1612735258,0.0001295958
0.125,0.8125,-4.1967043031,0.2127783704,0.2126075237,0.0001708467
0.15625,0.8125,-5.1695802498,0.2621044471,0.2618939949,0.0002104522
0.1875,0.8125,-6.0926703128,0.3089063147,0.3086582838,0.0002480309
0.21875,0.8125,-6.9570846301,0.3527332457,0.3524500247,0.000283221
0.25,0.8125,-7.7544984192,0.3931631627,0.3928474792,0.0003156835
0.28125,0.8125,-8.4772321495,0.4298067035,0.4294615977,0.0003451058
0.3125,0.8125,-9.1183255001,0.4623109707,0.4619397663,0.0003712045
0.34375,0.8125,-9.6716043916,0.4903629307,0.4899692023,0.0003937283
0.375,0.8125,-10.1317404457,0.5136924275,0.5132799672,0.0004124603
0.40625,0.8125,-10.4943023008,0.5320747854,0.5316475653,0.0004272201
0.4375,0.8125,-10.7557982879,0.5453329723,0.5448951068,0.0004378655
0.46875,0.8125,-10.9137100578,0.5533393046,0.5528950105,0.0004442941
0.5,0.8125,-10.9665168338,0.5560166769,0.555570233,0.0004464438
0.53125,0.8125,-10.9137100578,0.5533393046,0.5528950105,0.0004442941
0.5625,0.8125,-10.7557982879,0.5453329723,0.5448951068,0.0004378655
0.59375,0.8125,-10.4943023008,0.5320747854,0.5316475653,0.0004272201
0.625,0.8125,-10.1317404457,0.5136924275,0.5132799672,0.0004124603
0.65625,0.8125,-9.6716043916,0.4903629307,0.4899692023,0.0003937283
0.6875,0.8125,-9.1183255001,0.4623109707,0.4619397663,0.0003712045
0.71875,0.8125,-8.4772321495,0.4298067035,0.4294615977,0.0003451058
0.75,0.8125,-7.7544984192,0.3931631627,0.3928474792,0.0003156835
0.78125,0.8125,-6.9570846301,0.3527332457,0.3524500247,0.000283221
0.8125,0.8125,-6.0926703128,0.3089063147,0.3086582838,0.0002480309
0.84375,0.8125,-5.1695802498,0.2621044471,0.2618939949,0.0002104522
0.875,0.8125,-4.1967043031,0.2127783704,0.2126075237,0.0001708467
0.90625,0.8125,-3.1834117997,0.1614031216,0.1612735258,0.0001295958
0.9375,0.8125,-2.1394613005,0.1084734725,0.1083863757,8.70968720955E-05
0.96875,0.8125,-1.0749066194,0.0544991646,0.0544554055,4.37591483078E-05
1,0.8125,-1.3E-15,1E-16,1E-16,0
0,0.84375,0,0,0,0
0.03125,0.84375,18.827159447,0.0414229466,0.0422987101,-0.0008757635
0.0625,0.84375,-1.8153151765,0.0920388422,0.0919649412,0.000073901
0.09375,0.84375,-22.4403073225,0.1417683533,0.1407454996,0.0010228537
0.125,0.84375,-3.5608688089,0.1805406832,0.1803957213,0.000144962
0.15625,0.84375,15.352862818,0.2175743076,0.2183086335,-0.0007343259
0.1875,0.84375,-5.1695802498,0.2621044471,0.2618939949,0.0002104522
0.21875,0.84375,-25.6422374339,0.3041103774,0.302957174,0.0011532034
0.25,0.84375,-6.5796276209,0.333595684,0.3333278292,0.0002678548
0.28125,0.84375,12.5463476028,0.3598682818,0.3604883552,-0.0006200734
0.3125,0.84375,-7.7368235924,0.3922670259,0.391952062,0.0003149639
0.34375,0.84375,-27.9454849471,0.4208880241,0.4196410562,0.001246968
0.375,0.84375,-8.5966977722,0.435863766,0.4355137968,0.0003499692
0.40625,0.84375,10.8348803018,0.4466419016,0.4471923016,-0.0005504
0.4375,0.84375,-9.1262056776,0.462710506,0.4623389807,0.0003715253
0.46875,0.84375,-28.9994013074,0.4743229553,0.4730330827,0.0012898726
0.5,0.84375,-9.3049986169,0.4717755407,0.4713967368,0.0003788039
0.53125,0.84375,10.479016297,0.4646846698,0.4652205827,-0.0005359129
0.5625,0.84375,-9.1262056776,0.462710506,0.4623389807,0.0003715253
0.59375,0.84375,-28.6435373026,0.4562801871,0.4550048016,0.0012753855
0.625,0.84375,-8.5966977722,0.435863766,0.4355137968,0.0003499692
0.65625,0.84375,11.5329326572,0.4112497386,0.4118285562,-0.0005788176
0.6875,0.84375,-7.7368235924,0.3922670259,0.391952062,0.0003149639
0.71875,0.84375,-26.9320700015,0.3695065674,0.3683008552,0.0012057121
0.75,0.84375,-6.5796276209,0.333595684,0.3333278292,0.0002678548
0.78125,0.84375,13.8361801705,0.2944720919,0.295144674,-0.0006725821
0.8125,0.84375,-5.1695802498,0.2621044471,0.2618939949,0.0002104522
0.84375,0.84375,-24.1255547863,0.2272125932,0.2261211335,0.0010914597
0.875,0.84375,-3.5608688089,0.1805406832,0.1803957213,0.000144962
0.90625,0.84375,17.0381102818,0.1321300678,0.1329329996,-0.0008029318
0.9375,0.84375,-1.8153151765,0.0920388422,0.0919649412,0.000073901
0.96875,0.84375,-20.6512581574,0.0510612322,0.0501112101,0.000950022
1,0.84375,-3.98E-14,1E-16,1E-16,0
0,0.875,0,0,0,0
0.03125,0.875,-0.7404085571,0.0375396775,0.0375095357,3.01418255925E-05
0.0625,0.875,-1.473686575,0.0747178274,0.0746578341,5.99933689279E-05
0.09375,0.875,-2.1927721857,0.1111764038,0.1110871367,8.92671433253E-05
0.125,0.875,-2.8907402015,0.1465642906,0.1464466094,0.0001176812
0.15625,0.875,-3.5608688089,0.1805406832,0.1803957213,0.000144962
0.1875,0.875,-4.1967043031,0.2127783704,0.2126075237,0.0001708467
0.21875,0.875,-4.7921232407,0.2429668855,0.2427717995,0.000195086
0.25,0.875,-5.3413914119,0.2708154966,0.2705980501,0.0002174466
0.28125,0.875,-5.8392190638,0.2960560065,0.2958182935,0.000237713
0.3125,0.875,-6.2808118442,0.3184453352,0.3181896451,0.0002556901
0.34375,0.875,-6.661916973,0.3377678613,0.3374966565,0.0002712048
0.375,0.875,-6.9788641996,0.3538374982,0.3535533906,0.0002841076
0.40625,0.875,-7.228601149,0.3664994866,0.3662052122,0.0002942743
0.4375,0.875,-7.4087227177,0.3756318846,0.3753302775,0.000301607
0.46875,0.875,-7.5174942366,0.3811467421,0.380840707,0.0003060351
0.5,0.875,-7.5538681766,0.3829909482,0.3826834324,0.0003075159
0.53125,0.875,-7.5174942366,0.3811467421,0.380840707,0.0003060351
0.5625,0.875,-7.4087227177,0.3756318846,0.3753302775,0.000301607
0.59375,0.875,-7.228601149,0.3664994866,0.3662052122,0.0002942743
0.625,0.875,-6.9788641996,0.3538374982,0.3535533906,0.0002841076
0.65625,0.875,-6.661916973,0.3377678613,0.3374966565,0.0002712048
0.6875,0.875,-6.2808118442,0.3184453352,0.3181896451,0.0002556901
0.71875,0.875,-5.8392190638,0.2960560065,0.2958182935,0.000237713
0.75,0.875,-5.3413914119,0.2708154966,0.2705980501,0.0002174466
0.78125,0.875,-4.7921232407,0.2429668855,0.2427717995,0.000195086
0.8125,0.875,-4.1967043031,0.2127783704,0.2126075237,0.0001708467
0.84375,0.875,-3.5608688089,0.1805406832,0.1803957213,0.000144962
0.875,0.875,-2.8907402015,0.1465642906,0.1464466094,0.0001176812
0.90625,0.875,-2.1927721857,0.1111764038,0.1110871367,8.92671433437E-05
0.9375,0.875,-1.473686575,0.0747178274,0.0746578341,5.99933689411E-05
0.96875,0.875,-0.7404085571,0.0375396775,0.0375095357,3.01418255996E-05
1,0.875,-9E-16,0,0,0
0,0.90625,0,0,0,0
0.03125,0.90625,-20.300846022,0.0332948808,0.0323591239,0.0009357569
0.0625,0.90625,-1.1178655662,0.0566772392,0.0566317312,0.000045508
0.09375,0.90625,18.075880546,0.0795137647,0.0803589438,-0.0008451791
0.125,0.90625,-2.1927721857,0.1111764038,0.1110871367,8.92671433268E-05
0.15625,0.90625,-22.4403073225,0.1417683533,0.1407454996,0.0010228537
0.1875,0.90625,-3.1834117997,0.1614031216,0.1612735258,0.0001295958
0.21875,0.90625,16.104141719,0.1794834895,0.1802483997,-0.0007649102
0.25,0.90625,-4.0517146836,0.2054272079,0.2052622638,0.0001649442
0.28125,0.90625,-24.1685508588,0.22939255,0.22829934,0.0010932101
0.3125,0.90625,-4.7643124444,0.2415568419,0.2413628881,0.0001939538
0.34375,0.90625,14.6858089033,0.2513948093,0.2521019796,-0.0007071703
0.375,0.90625,-5.2938203498,0.2684035819,0.2681880719,0.0002155099
0.40625,0.90625,-25.2224672191,0.2828274812,0.2816913665,0.0011361147
0.4375,0.90625,-5.619889708,0.2849357227,0.2847069386,0.0002287841
0.46875,0.90625,14.0368104131,0.2842998775,0.2849806272,-0.0006807497
0.5,0.90625,-5.7299898564,0.2905179435,0.2902846773,0.0002332663
0.53125,0.90625,-25.4416071913,0.293938163,0.2927931272,0.0011450358
0.5625,0.90625,-5.619889708,0.2849357227,0.2847069386,0.0002287841
0.59375,0.90625,14.2559503853,0.2731891957,0.2738788665,-0.0006896709
0.625,0.90625,-5.2938203498,0.2684035819,0.2681880719,0.0002155099
0.65625,0.90625,-24.792608701,0.2610330949,0.2599144796,0.0011186153
0.6875,0.90625,-4.7643124444,0.2415568419,0.2413628881,0.0001939538
0.71875,0.90625,15.3098667455,0.2197542645,0.22048684,-0.0007325755
0.75,0.90625,-4.0517146836,0.2054272079,0.2052622638,0.0001649442
0.78125,0.90625,-23.3742758854,0.1891217751,0.1880608997,0.0010608753
0.8125,0.90625,-3.1834117997,0.1614031216,0.1612735258,0.0001295958
0.84375,0.90625,17.0381102818,0.1321300678,0.1329329996,-0.0008029318
0.875,0.90625,-2.1927721857,0.1111764038,0.1110871367,8.92671433437E-05
0.90625,0.90625,-21.4025370583,0.0891520503,0.0881714438,0.0009806064
0.9375,0.90625,-1.1178655662,0.0566772392,0.0566317312,0.000045508
0.96875,0.90625,19.1775715823,0.0236565953,0.0245466239,-0.0008900287
1,0.90625,3.8E-14,0,0,0
0,0.9375,0,0,0,0
0.03125,0.9375,-0.3774570091,0.0191375616,0.0191221955,1.53661694334E-05
0.0625,0.9375,-0.7512789009,0.0380908181,0.0380602337,3.05843542555E-05
0.09375,0.9375,-1.1178655662,0.0566772392,0.0566317312,0.000045508
0.125,0.9375,-1.473686575,0.0747178274,0.0746578341,5.99933689298E-05
0.15625,0.9375,-1.8153151765,0.0920388422,0.0919649412,0.000073901
0.1875,0.9375,-2.1394613005,0.1084734725,0.1083863757,8.70968720818E-05
0.21875,0.9375,-2.4430032426,0.1238634441,0.1237639901,0.000099454
0.25,0.9375,-2.723017728,0.1380605429,0.1379496896,0.0001108533
0.28125,0.9375,-2.9768080642,0.1509280433,0.1508068583,0.000121185
0.3125,0.9375,-3.2019301113,0.1623420241,0.1622116744,0.0001303497
0.34375,0.9375,-3.3962158212,0.1721925625,0.1720543035,0.000138259
0.375,0.9375,-3.5577941161,0.1803847923,0.1802399555,0.0001448368
0.40625,0.9375,-3.6851089089,0.186839818,0.1866897982,0.0001500198
0.4375,0.9375,-3.7769340883,0.1914954741,0.1913417162,0.0001537579
0.46875,0.9375,-3.8323853278,0.1943069241,0.1941509088,0.0001560153
0.5,0.9375,-3.8509286016,0.1952470922,0.195090322,0.0001567702
0.53125,0.9375,-3.8323853278,0.1943069241,0.1941509088,0.0001560153
0.5625,0.9375,-3.7769340883,0.1914954741,0.1913417162,0.0001537579
0.59375,0.9375,-3.6851089089,0.186839818,0.1866897982,0.0001500198
0.625,0.9375,-3.5577941161,0.1803847923,0.1802399555,0.0001448368
0.65625,0.9375,-3.3962158212,0.1721925625,0.1720543035,0.000138259
0.6875,0.9375,-3.2019301113,0.1623420241,0.1622116744,0.0001303497
0.71875,0.9375,-2.9768080642,0.1509280433,0.1508068583,0.000121185
0.75,0.9375,-2.723017728,0.1380605429,0.1379496896,0.0001108533
0.78125,0.9375,-2.4430032426,0.1238634441,0.1237639901,0.000099454
0.8125,0.9375,-2.1394613005,0.1084734725,0.1083863757,8.70968720955E-05
0.84375,0.9375,-1.8153151765,0.0920388422,0.0919649412,0.000073901
0.875,0.9375,-1.473686575,0.0747178274,0.0746578341,5.99933689411E-05
0.90625,0.9375,-1.1178655662,0.0566772392,0.0566317312,0.000045508
0.9375,0.9375,-0.7512789009,0.0380908181,0.0380602337,3.05843542621E-05
0.96875,0.9375,-0.3774570091,0.0191375616,0.0191221955,1.5366169437E-05
1,0.9375,-5E-16,0,0,0
0,0.96875,0,0,0,0
0.03125,0.96875,19.5495671211,0.0047959373,0.0057011098,-0.0009051725
0.0625,0.96875,-0.3774570091,0.0191375616,0.0191221955,1.53661694337E-05
0.09375,0.96875,-20.300846022,0.0332948808,0.0323591239,0.0009357569
0.125,0.96875,-0.7404085571,0.0375396775,0.0375095357,3.0141825594E-05
0.15625,0.96875,18.827159447,0.0414229466,0.0422987101,-0.0008757635
0.1875,0.96875,-1.0749066194,0.0544991646,0.0544554055,4.37591483009E-05
0.21875,0.96875,-20.9666207475,0.0670505259,0.0660876656,0.0009628604
0.25,0.96875,-1.3680966232,0.0693642794,0.0693085846,5.56948314794E-05
0.28125,0.96875,18.2436030195,0.071010017,0.0718620241,-0.0008520071
0.3125,0.96875,-1.608711441,0.0815637639,0.0814982737,6.54901935186E-05
0.34375,0.96875,-21.4455331308,0.0913320071,0.0903496503,0.0009823568
0.375,0.96875,-1.7875043802,0.0906287986,0.0905560298,7.27688041484E-05
0.40625,0.96875,17.8877390147,0.0890527852,0.0898903052,-0.00083752
0.4375,0.96875,-1.8976045286,0.0962110194,0.0961337685,0.000077251
0.46875,0.96875,-21.664673103,0.1024426889,0.101451411,0.0009912779
0.5,0.96875,-1.9347807992,0.0980959047,0.0980171403,7.87643860373E-05
0.53125,0.96875,17.8137445014,0.0928044033,0.093638911,-0.0008345077
0.5625,0.96875,-1.8976045286,0.0962110194,0.0961337685,0.000077251
0.59375,0.96875,-21.5906785897,0.0986910708,0.0977028052,0.0009882656
0.625,0.96875,-1.7875043802,0.0906287986,0.0905560298,7.2768804153E-05
0.65625,0.96875,18.0328844735,0.0816937215,0.0825371503,-0.0008434288
0.6875,0.96875,-1.608711441,0.0815637639,0.0814982737,6.54901935247E-05
0.71875,0.96875,-21.2348145849,0.0806483026,0.0796745241,0.0009737785
0.75,0.96875,-1.3680966232,0.0693642794,0.0693085846,5.56948314864E-05
0.78125,0.96875,18.5117968569,0.0574122404,0.0582751656,-0.0008629252
0.8125,0.96875,-1.0749066194,0.0544991646,0.0544554055,4.37591483078E-05
0.84375,0.96875,-20.6512581574,0.0510612322,0.0501112101,0.000950022
0.875,0.96875,-0.7404085571,0.0375396775,0.0375095357,3.01418255996E-05
0.90625,0.96875,19.1775715823,0.0236565953,0.0245466239,-0.0008900287
0.9375,0.96875,-0.3774570091,0.0191375616,0.0191221955,1.5366169437E-05
0.96875,0.96875,-19.9288504833,0.0144342228,0.0135136098,0.000920613
1,0.96875,-3.89E-14,0,0,0
0,1,0,0,0,0
0.03125,1,3.84E-14,0,0,0
0.0625,1,-5E-16,0,0,0
0.09375,1,-3.94E-14,0,0,0
0.125,1,-9E-16,0,0,0
0.15625,1,3.75E-14,1E-16,1E-16,0
0.1875,1,-1.3E-15,1E-16,1E-16,0
0.21875,1,-4.02E-14,1E-16,1E-16,0
0.25,1,-1.7E-15,1E-16,1E-16,0
0.28125,1,3.68E-14,1E-16,1E-16,0
0.3125,1,-2E-15,1E-16,1E-16,0
0.34375,1,-4.08E-14,1E-16,1E-16,0
0.375,1,-2.2E-15,1E-16,1E-16,0
0.40625,1,3.64E-14,1E-16,1E-16,0
0.4375,1,-2.4E-15,1E-16,1E-16,0
0.46875,1,-4.11E-14,1E-16,1E-16,0
0.5,1,-2.4E-15,1E-16,1E-16,0
0.53125,1,3.63E-14,1E-16,1E-16,0
0.5625,1,-2.4E-15,1E-16,1E-16,0
0.59375,1,-4.1E-14,1E-16,1E-16,0
0.625,1,-2.2E-15,1E-16,1E-16,0
0.65625,1,3.65E-14,1E-16,1E-16,0
0.6875,1,-2E-15,1E-16,1E-16,0
0.71875,1,-4.05E-14,1E-16,1E-16,0
0.75,1,-1.7E-15,1E-16,1E-16,0
0.78125,1,3.71E-14,1E-16,1E-16,0
0.8125,1,-1.3E-15,1E-16,1E-16,0
0.84375,1,-3.98E-14,1E-16,1E-16,0
0.875,1,-9E-16,0,0,0
0.90625,1,3.8E-14,0,0,0
0.9375,1,-5E-16,0,0,0
0.96875,1,-3.89E-14,0,0,0
1,1,0,0,0,0
